Product_ID,Category,Product_Name,Brand,Price,Cost,Units_Sold,SKU,Shelf_Space,Customer_Ratings,Frequency_of_Purchase,Sales,Gross_Margin,Total_Customers,Total_Transactions
P03041,Produce,Product 3041,Brand E,40.53,9.87,2870,26,1.04,4.4,83,116321.1,87994.2,2624,2870
P03042,Bakery,Product 3042,Brand A,5.12,32.52,4194,66,2.45,3.9,41,21473.28,-114915.6,230,519
P03043,Dairy,Product 3043,Brand A,48.5,10.08,4803,76,3.0,3.1,38,232945.5,184531.26,4331,4803
P03044,Produce,Product 3044,Brand C,4.46,32.52,3796,25,2.56,4.9,75,16930.16,-106515.76,3517,3796
P03045,Snacks,Product 3045,Brand C,25.09,22.44,2579,61,1.72,4.5,10,64707.11,6834.35,2317,2579
P03046,Dairy,Product 3046,Brand C,40.53,27.77,3457,99,0.78,3.7,93,140112.21,44111.32,3116,3457
P03047,Produce,Product 3047,Brand A,16.82,26.01,1717,97,2.58,3.1,10,28879.94,-15779.23,1286,1717
P03048,Frozen,Product 3048,Brand A,5.47,37.34,4836,43,0.7,4.5,13,26452.92,-154123.32,4394,4836
P03049,Dairy,Product 3049,Brand C,5.63,25.0,5195,93,2.92,2.9,24,29247.85,-100627.15,4934,5195
P03050,Produce,Product 3050,Brand D,22.97,2.55,4356,90,1.64,4.0,56,100057.32,88949.52,2912,3245
P03051,Frozen,Product 3051,Brand C,28.16,9.87,3323,29,2.14,2.7,39,93575.68,60777.67,1617,1849
P03052,Frozen,Product 3052,Brand A,37.78,29.17,4546,89,3.15,4.3,15,171747.88,39141.06,4298,4546
P03053,Produce,Product 3053,Brand D,37.92,18.17,4998,65,2.56,2.5,10,189524.16,98710.5,4743,4998
P03054,Frozen,Product 3054,Brand B,21.56,30.03,2852,60,0.88,2.7,80,61489.12,-24156.44,105,566
P03055,Dairy,Product 3055,Brand A,48.82,8.77,3172,62,0.5,4.0,71,154857.04,127038.6,810,893
P03056,Beverages,Product 3056,Brand D,36.58,19.96,4640,58,3.19,3.8,73,169731.2,77116.8,111,376
P03057,Produce,Product 3057,Brand C,17.7,18.77,2506,13,3.4,2.6,14,44356.2,-2681.42,2250,2253
P03058,Beverages,Product 3058,Brand A,36.58,25.0,2258,27,4.8,3.1,63,82597.64,26147.64,1813,2258
P03059,Dairy,Product 3059,Brand A,21.79,34.56,4845,45,4.05,3.5,58,105572.55,-61870.65,4622,4845
P03060,Bakery,Product 3060,Brand E,34.47,7.35,4616,44,4.34,4.0,16,159113.52,125185.92,4366,4616
P03061,Bakery,Product 3061,Brand E,26.3,32.61,4476,39,4.37,3.5,12,117718.8,-28243.56,4284,4476
P03062,Bakery,Product 3062,Brand C,25.09,18.3,3822,72,0.52,3.4,85,95893.98,25951.38,3518,3564
P03063,Dairy,Product 3063,Brand E,44.88,30.33,3822,91,4.37,4.9,70,171531.36,55610.1,3382,3822
P03064,Frozen,Product 3064,Brand D,5.63,16.22,3999,30,0.88,3.1,88,22514.37,-42349.41,3704,3999
P03065,Bakery,Product 3065,Brand B,4.46,2.55,4456,61,4.41,4.3,93,19873.76,8510.96,2747,3016
P03066,Bakery,Product 3066,Brand D,6.69,32.34,3737,78,2.83,4.9,50,25000.53,-95854.05,3696,3737
P03067,Produce,Product 3067,Brand C,1.56,7.35,4476,50,3.51,4.1,30,6982.56,-25916.04,4082,4221
P03068,Bakery,Product 3068,Brand A,24.23,8.91,4156,63,4.8,4.4,41,100699.88,63669.92,277,318
P03069,Produce,Product 3069,Brand A,1.56,21.22,3169,96,3.85,4.8,21,4943.64,-62302.54,2710,3041
P03070,Dairy,Product 3070,Brand A,3.76,15.07,5107,39,0.8,4.0,16,19202.32,-57760.17,4613,5107
P03071,Dairy,Product 3071,Brand B,35.35,36.21,1641,65,4.76,3.9,60,58009.35,-1411.26,653,828
P03072,Frozen,Product 3072,Brand A,17.1,17.02,3922,88,2.92,3.8,54,67066.2,313.76,3489,3922
P03073,Produce,Product 3073,Brand A,42.4,21.54,1033,50,1.72,4.4,74,43799.2,21548.38,341,790
P03074,Beverages,Product 3074,Brand A,27.91,8.77,4390,23,2.63,3.1,69,122524.9,84024.6,4099,4390
P03075,Beverages,Product 3075,Brand A,9.49,24.92,1898,30,2.26,2.9,84,18012.02,-29286.14,1479,1898
P03076,Bakery,Product 3076,Brand C,14.77,17.78,3561,99,4.39,3.6,54,52595.97,-10718.61,1696,2019
P03077,Bakery,Product 3077,Brand A,37.97,21.52,4017,34,2.82,4.9,43,152525.49,66079.65,3629,4017
P03078,Snacks,Product 3078,Brand A,16.82,6.85,2384,59,2.51,4.7,92,40098.88,23768.48,2104,2384
P03079,Frozen,Product 3079,Brand E,5.79,10.47,2370,62,2.82,3.4,20,13722.3,-11091.6,2046,2140
P03080,Produce,Product 3080,Brand E,20.07,6.5,1752,57,2.42,4.9,42,35162.64,23774.64,1400,1752
P03081,Snacks,Product 3081,Brand C,37.78,37.82,3558,79,1.35,2.8,17,134421.24,-142.32,3189,3558
P03082,Snacks,Product 3082,Brand A,21.79,15.4,3835,57,4.47,4.0,54,83564.65,24505.65,3495,3835
P03083,Dairy,Product 3083,Brand E,23.27,16.44,2821,13,0.84,3.1,81,65644.67,19267.43,1170,1590
P03084,Bakery,Product 3084,Brand A,9.49,35.92,4089,33,4.98,3.0,87,38804.61,-108072.27,3884,4089
P03085,Snacks,Product 3085,Brand A,13.26,22.66,1944,40,4.54,3.3,43,25777.44,-18273.6,1888,1944
P03086,Snacks,Product 3086,Brand E,8.98,25.07,4618,92,2.58,2.7,54,41469.64,-74303.62,4387,4618
P03087,Frozen,Product 3087,Brand D,3.22,11.71,3460,84,0.99,4.2,74,11141.2,-29375.4,1872,2132
P03088,Dairy,Product 3088,Brand E,10.22,23.95,4125,38,2.2,3.0,82,42157.5,-56636.25,3905,4125
P03089,Frozen,Product 3089,Brand D,3.82,9.53,2482,14,0.51,3.9,61,9481.24,-14172.22,2314,2482
P03090,Frozen,Product 3090,Brand B,3.76,10.69,327,91,1.21,4.0,19,1229.52,-2266.11,156,327
P03091,Snacks,Product 3091,Brand B,44.62,24.44,3017,76,3.81,2.7,52,134618.54,60883.06,337,836
P03092,Frozen,Product 3092,Brand C,28.36,22.49,1776,84,4.34,3.9,91,50367.36,10425.12,832,1146
P03093,Dairy,Product 3093,Brand C,3.11,10.22,4307,94,0.98,3.2,90,13394.77,-30622.77,3989,4307
P03094,Produce,Product 3094,Brand A,49.32,19.64,3315,92,3.92,3.6,79,163495.8,98389.2,2924,3315
P03095,Produce,Product 3095,Brand E,37.02,24.62,4690,62,4.81,2.7,20,173623.8,58156.0,1327,1464
P03096,Frozen,Product 3096,Brand B,37.92,5.59,4615,98,0.8,4.6,97,175000.8,149202.95,4337,4615
P03097,Frozen,Product 3097,Brand B,48.75,39.3,2814,73,1.28,3.0,45,137182.5,26592.3,2554,2814
P03098,Dairy,Product 3098,Brand A,41.27,15.4,4789,44,2.63,2.5,27,197642.03,123891.43,4405,4789
P03099,Dairy,Product 3099,Brand C,21.22,5.6,1287,21,3.19,3.6,72,27310.14,20102.94,867,1287
P03100,Snacks,Product 3100,Brand C,41.5,6.5,3964,56,1.67,4.1,14,164506.0,138740.0,3483,3964
P03101,Bakery,Product 3101,Brand B,9.49,35.86,2978,99,0.9,2.6,40,28261.22,-78529.86,2524,2978
P03102,Dairy,Product 3102,Brand E,1.6,11.9,4253,64,3.41,4.7,25,6804.8,-43805.9,3524,3975
P03103,Bakery,Product 3103,Brand C,31.18,23.8,4939,78,1.04,3.5,75,153998.02,36449.82,4648,4939
P03104,Beverages,Product 3104,Brand A,16.63,14.65,2964,92,2.6,4.9,18,49291.32,5868.72,813,1102
P03105,Frozen,Product 3105,Brand A,35.09,26.01,3652,47,1.54,2.5,11,128148.68,33160.16,185,320
P03106,Dairy,Product 3106,Brand A,37.16,7.49,1783,38,2.48,3.8,46,66256.28,52901.61,1678,1783
P03107,Bakery,Product 3107,Brand E,22.02,39.47,3225,21,0.99,2.5,93,71014.5,-56276.25,2116,2343
P03108,Beverages,Product 3108,Brand C,37.56,14.89,4025,28,2.58,3.7,68,151179.0,91246.75,3586,4025
P03109,Produce,Product 3109,Brand B,32.81,19.51,3904,18,2.59,3.0,90,128090.24,51923.2,3527,3904
P03110,Frozen,Product 3110,Brand A,13.26,24.73,4245,91,2.32,4.7,67,56288.7,-48690.15,3814,4245
P03111,Snacks,Product 3111,Brand A,31.96,4.52,5029,38,3.0,4.7,98,160726.84,137995.76,4839,5029
P03112,Beverages,Product 3112,Brand C,44.88,34.16,1566,12,1.35,4.4,92,70282.08,16787.52,1371,1566
P03113,Beverages,Product 3113,Brand E,20.02,8.1,3977,96,3.76,4.1,17,79619.54,47405.84,3913,3977
P03114,Dairy,Product 3114,Brand C,37.78,30.89,4188,39,4.58,4.4,61,158222.64,28855.32,1724,2101
P03115,Bakery,Product 3115,Brand A,35.48,15.07,2679,67,0.7,4.7,84,95050.92,54678.39,2508,2679
P03116,Snacks,Product 3116,Brand A,1.71,31.01,4963,97,4.47,3.2,86,8486.73,-145415.9,4945,4963
P03117,Bakery,Product 3117,Brand D,23.72,11.3,3403,62,4.69,3.2,86,80719.16,42265.26,2951,3210
P03118,Bakery,Product 3118,Brand E,31.75,21.52,2992,13,2.89,4.1,82,94996.0,30608.16,1497,1812
P03119,Frozen,Product 3119,Brand E,35.09,39.3,4678,66,3.11,3.5,78,164151.02,-19694.38,2065,2437
P03120,Snacks,Product 3120,Brand C,20.07,2.91,4446,63,4.81,4.4,91,89231.22,76293.36,4256,4446
P03121,Beverages,Product 3121,Brand C,43.56,7.25,3636,37,3.62,4.2,61,158384.16,132023.16,3341,3636
P03122,Frozen,Product 3122,Brand E,3.82,11.5,2760,25,2.45,4.5,87,10543.2,-21196.8,1630,2105
P03123,Dairy,Product 3123,Brand A,4.57,8.1,1550,22,1.54,3.0,43,7083.5,-5471.5,874,1194
P03124,Bakery,Product 3124,Brand C,42.92,34.06,3018,81,1.28,4.3,95,129532.56,26739.48,2561,3018
P03125,Dairy,Product 3125,Brand E,47.07,19.51,1916,65,4.34,3.1,57,90186.12,52804.96,215,468
P03126,Snacks,Product 3126,Brand C,30.97,32.08,1998,62,0.99,4.2,33,61878.06,-2217.78,1449,1530
P03127,Beverages,Product 3127,Brand D,17.1,35.92,3951,57,3.08,4.0,22,67562.1,-74357.82,2845,2905
P03128,Bakery,Product 3128,Brand C,35.1,24.73,3558,34,1.47,4.0,59,124885.8,36896.46,3343,3448
P03129,Beverages,Product 3129,Brand B,19.92,14.84,3373,75,3.85,3.1,74,67190.16,17134.84,2947,3373
P03130,Snacks,Product 3130,Brand E,16.68,23.8,4172,39,4.96,4.5,80,69588.96,-29704.64,726,1091
P03131,Snacks,Product 3131,Brand C,29.6,25.52,4979,12,0.91,4.0,13,147378.4,20314.32,4718,4979
P03132,Snacks,Product 3132,Brand C,3.82,11.3,2650,32,4.28,3.1,73,10123.0,-19822.0,1739,1994
P03133,Dairy,Product 3133,Brand D,5.47,30.89,2368,38,0.74,4.0,83,12952.96,-60194.56,2322,2368
P03134,Bakery,Product 3134,Brand D,35.35,38.79,4731,50,4.69,2.6,48,167240.85,-16274.64,3045,3177
P03135,Beverages,Product 3135,Brand D,48.17,35.86,4955,20,4.39,3.4,72,238682.35,60996.05,2521,2535
P03136,Dairy,Product 3136,Brand C,47.55,24.73,5304,30,3.15,4.3,67,252205.2,121037.28,4827,5304
P03137,Beverages,Product 3137,Brand E,20.07,18.77,4068,33,1.28,3.7,25,81644.76,5288.4,336,603
P03138,Snacks,Product 3138,Brand A,29.1,21.72,3601,74,3.81,2.9,93,104789.1,26575.38,3157,3601
P03139,Produce,Product 3139,Brand A,26.86,7.17,4804,10,0.8,4.0,71,129035.44,94590.76,1067,1089
P03140,Snacks,Product 3140,Brand B,1.89,4.0,4744,63,2.63,4.4,19,8966.16,-10009.84,4638,4744
P03141,Frozen,Product 3141,Brand E,16.68,3.73,2983,81,2.48,3.5,71,49756.44,38629.85,2931,2936
P03142,Frozen,Product 3142,Brand B,36.58,23.05,4208,43,1.67,3.5,42,153928.64,56934.24,4027,4208
P03143,Bakery,Product 3143,Brand A,1.6,14.57,1515,89,1.67,4.0,80,2424.0,-19649.55,1119,1515
P03144,Frozen,Product 3144,Brand C,5.79,6.92,4078,77,3.4,2.6,51,23611.62,-4608.14,2106,2255
P03145,Beverages,Product 3145,Brand D,39.79,10.08,3328,92,2.85,2.7,53,132421.12,98874.88,2993,3328
P03146,Snacks,Product 3146,Brand A,42.97,7.49,3813,38,2.45,3.7,55,163844.61,135285.24,1662,1942
P03147,Dairy,Product 3147,Brand E,2.14,34.71,2851,12,1.84,3.8,95,6101.14,-92857.07,941,954
P03148,Produce,Product 3148,Brand D,15.0,24.43,5182,20,0.5,4.5,90,77730.0,-48866.26,4830,5182
P03149,Dairy,Product 3149,Brand D,2.14,8.91,2329,17,0.72,4.7,82,4984.06,-15767.33,2303,2329
P03150,Bakery,Product 3150,Brand B,35.21,8.85,1047,71,3.97,3.1,83,36864.87,27598.92,912,952
P03151,Frozen,Product 3151,Brand A,42.92,39.21,4281,42,4.81,3.9,40,183740.52,15882.51,3999,4281
P03152,Produce,Product 3152,Brand A,20.02,38.19,4345,17,1.06,4.6,14,86986.9,-78948.65,3861,4345
P03153,Beverages,Product 3153,Brand E,29.1,24.92,3726,34,2.9,4.0,27,108426.6,15574.68,3297,3726
P03154,Bakery,Product 3154,Brand B,43.56,17.55,2095,97,1.06,3.3,15,91258.2,54490.95,1809,2095
P03155,Bakery,Product 3155,Brand B,37.79,17.78,2747,35,3.17,4.6,59,103809.13,54967.47,1164,1228
P03156,Beverages,Product 3156,Brand C,23.45,31.67,4492,35,4.39,3.7,37,105337.4,-36924.24,4381,4492
P03157,Snacks,Product 3157,Brand C,19.34,21.05,2937,26,1.28,4.4,33,56801.58,-5022.27,2608,2937
P03158,Bakery,Product 3158,Brand A,3.25,30.03,2626,38,4.96,4.0,78,8534.5,-70324.28,1818,1906
P03159,Beverages,Product 3159,Brand B,5.12,30.33,3965,52,1.67,3.5,37,20300.8,-99957.65,3432,3556
P03160,Snacks,Product 3160,Brand C,45.36,10.08,3115,82,1.33,4.3,67,141296.4,109897.2,2693,3115
P03161,Produce,Product 3161,Brand D,3.0,29.17,4479,87,1.37,3.7,76,13437.0,-117215.43,1572,1718
P03162,Dairy,Product 3162,Brand A,31.18,14.89,2447,14,1.02,4.0,27,76297.46,39861.63,798,1191
P03163,Beverages,Product 3163,Brand D,31.96,11.9,2271,59,3.43,4.0,13,72581.16,45556.26,1044,1258
P03164,Snacks,Product 3164,Brand D,5.47,9.53,1832,65,2.2,2.7,58,10021.04,-7437.92,236,676
P03165,Dairy,Product 3165,Brand D,4.84,37.21,4048,72,2.31,4.3,41,19592.32,-131033.76,1325,1453
P03166,Frozen,Product 3166,Brand A,35.09,39.47,3096,66,3.15,3.9,92,108638.64,-13560.48,2802,3096
P03167,Produce,Product 3167,Brand A,15.37,2.11,4965,54,0.52,3.9,75,76312.05,65835.9,4816,4965
P03168,Beverages,Product 3168,Brand B,44.5,35.13,4597,46,1.66,4.2,67,204566.5,43073.89,2304,2631
P03169,Beverages,Product 3169,Brand C,33.35,22.44,3566,81,3.87,3.4,20,118926.1,38905.06,3426,3566
P03170,Snacks,Product 3170,Brand E,48.2,4.52,2620,88,1.72,3.5,74,126284.0,114441.6,2328,2620
P03171,Bakery,Product 3171,Brand A,45.41,29.17,2678,45,4.39,4.6,26,121607.98,43490.72,2556,2678
P03172,Beverages,Product 3172,Brand D,22.26,23.95,3913,42,1.08,4.6,89,87103.38,-6612.97,3902,3913
P03173,Bakery,Product 3173,Brand E,32.12,23.68,3583,15,1.57,3.8,75,115085.96,30240.52,3199,3583
P03174,Dairy,Product 3174,Brand B,44.5,26.91,4285,85,4.96,4.2,13,190682.5,75373.15,3834,4285
P03175,Produce,Product 3175,Brand E,35.48,14.15,5090,80,0.75,4.6,41,180593.2,108569.7,4807,5090
P03176,Beverages,Product 3176,Brand D,45.41,6.44,1890,54,0.84,3.8,80,85824.9,73653.3,1638,1890
P03177,Frozen,Product 3177,Brand D,20.02,30.03,3411,16,2.32,4.5,38,68288.22,-34144.11,1668,2115
P03178,Frozen,Product 3178,Brand E,25.65,36.48,3825,74,4.08,4.0,70,98111.25,-41424.75,3370,3825
P03179,Produce,Product 3179,Brand B,20.02,17.3,4612,33,1.31,5.0,69,92332.24,12544.64,4264,4458
P03180,Frozen,Product 3180,Brand D,41.5,24.92,3380,54,3.07,3.0,82,140270.0,56040.4,701,1031
P03181,Snacks,Product 3181,Brand D,29.2,11.5,2359,70,2.56,3.5,67,68882.8,41754.3,2164,2359
P03182,Frozen,Product 3182,Brand C,48.2,7.25,4087,28,0.7,4.2,62,196993.4,167362.65,4006,4087
P03183,Dairy,Product 3183,Brand D,3.76,6.54,1411,41,0.74,3.0,14,5305.36,-3922.58,645,752
P03184,Produce,Product 3184,Brand E,48.1,16.71,836,39,4.96,4.7,70,40211.6,26242.04,283,604
P03185,Frozen,Product 3185,Brand A,47.13,35.68,1355,74,3.89,3.9,30,63861.15,15514.75,937,1355
P03186,Snacks,Product 3186,Brand D,40.37,1.07,2453,41,2.66,4.0,67,99027.61,96402.9,1992,2453
P03187,Bakery,Product 3187,Brand A,22.97,16.71,1812,66,4.96,3.9,90,41621.64,11343.12,1488,1694
P03188,Bakery,Product 3188,Brand A,31.96,33.76,2250,29,0.99,2.9,23,71910.0,-4050.0,2041,2250
P03189,Dairy,Product 3189,Brand D,47.13,10.7,2260,94,4.28,4.5,88,106513.8,82331.8,1557,1684
P03190,Produce,Product 3190,Brand C,43.06,31.01,3404,92,4.1,3.7,94,146576.24,41018.2,3370,3404
P03191,Beverages,Product 3191,Brand C,9.69,37.1,2964,39,1.08,4.3,63,28721.16,-81243.24,2900,2964
P03192,Produce,Product 3192,Brand B,21.56,34.16,3420,96,3.79,2.7,87,73735.2,-43092.0,3403,3420
P03193,Dairy,Product 3193,Brand D,35.09,26.91,3305,68,2.14,4.6,50,115972.45,27034.9,2870,3305
P03194,Beverages,Product 3194,Brand C,25.23,34.66,2366,99,3.63,4.2,25,59694.18,-22311.38,1553,1802
P03195,Produce,Product 3195,Brand B,33.28,22.44,3840,71,4.96,3.0,60,127795.2,41625.6,3735,3840
P03196,Snacks,Product 3196,Brand D,17.1,16.71,4402,76,3.79,3.7,10,75274.2,1716.78,3386,3826
P03197,Dairy,Product 3197,Brand E,24.23,30.88,4755,40,3.69,4.0,49,115213.65,-31620.75,1272,1617
P03198,Beverages,Product 3198,Brand D,1.56,14.57,1919,75,2.85,4.5,27,2993.64,-24966.19,1811,1919
P03199,Snacks,Product 3199,Brand D,3.0,23.97,1102,63,2.65,3.3,43,3306.0,-23108.94,880,1102
P03200,Dairy,Product 3200,Brand D,27.93,30.03,1304,19,3.48,2.8,99,36420.72,-2738.4,1128,1304
P03201,Snacks,Product 3201,Brand A,25.76,23.8,5051,47,3.2,3.7,70,130113.76,9899.96,4823,5051
P03202,Dairy,Product 3202,Brand E,5.94,28.68,4760,92,1.37,4.9,30,28274.4,-108242.4,2350,2540
P03203,Produce,Product 3203,Brand A,16.63,39.5,4689,40,3.08,4.9,10,77978.07,-107237.43,4249,4689
P03204,Produce,Product 3204,Brand D,35.61,6.54,4878,38,2.45,2.9,36,173705.58,141803.46,4483,4878
P03205,Dairy,Product 3205,Brand B,29.6,20.55,4844,34,2.29,3.4,60,143382.4,43838.2,3769,3982
P03206,Produce,Product 3206,Brand B,37.16,15.4,4509,41,1.73,4.1,20,167554.44,98115.84,1168,1572
P03207,Frozen,Product 3207,Brand D,5.63,14.35,3142,26,1.37,3.3,23,17689.46,-27398.24,383,604
P03208,Frozen,Product 3208,Brand C,29.7,24.44,2071,54,3.89,4.0,64,61508.7,10893.46,932,1256
P03209,Produce,Product 3209,Brand B,44.67,10.69,4939,58,4.19,4.5,36,220625.13,167827.22,4777,4939
P03210,Dairy,Product 3210,Brand E,47.58,11.44,3886,96,2.92,5.0,31,184895.88,140440.04,3588,3886
P03211,Beverages,Product 3211,Brand D,28.36,1.29,4892,27,2.84,3.1,30,138737.12,132426.44,4467,4892
P03212,Dairy,Product 3212,Brand D,21.79,7.25,3561,84,3.41,3.4,33,77594.19,51776.94,3312,3561
P03213,Snacks,Product 3213,Brand D,4.84,8.85,1206,61,4.92,2.7,28,5837.04,-4836.06,1016,1206
P03214,Beverages,Product 3214,Brand D,48.15,34.56,1071,29,3.9,4.4,33,51568.65,14554.89,670,1071
P03215,Beverages,Product 3215,Brand C,44.62,14.35,3541,71,4.83,4.6,35,157999.42,107186.07,2899,2911
P03216,Bakery,Product 3216,Brand C,1.56,21.52,3347,22,4.98,4.7,34,5221.32,-66806.12,2194,2262
P03217,Beverages,Product 3217,Brand D,38.31,9.99,3379,97,0.71,4.0,54,129449.49,95693.28,3338,3379
P03218,Dairy,Product 3218,Brand D,16.65,15.07,5065,52,4.19,3.7,38,84332.25,8002.7,4667,5065
P03219,Produce,Product 3219,Brand A,35.35,13.22,3366,93,4.8,3.3,83,118988.1,74489.58,720,980
P03220,Dairy,Product 3220,Brand A,48.52,11.14,4998,30,2.65,2.5,20,242502.96,186825.24,4872,4998
P03221,Produce,Product 3221,Brand A,10.22,32.08,1226,15,1.35,4.4,33,12529.72,-26800.36,870,1096
P03222,Produce,Product 3222,Brand C,21.79,24.92,5103,80,3.81,4.4,33,111194.37,-15972.39,4893,5103
P03223,Beverages,Product 3223,Brand B,5.94,29.94,3780,62,2.66,4.4,21,22453.2,-90720.0,3447,3780
P03224,Bakery,Product 3224,Brand D,48.5,8.77,3339,96,3.51,4.6,16,161941.5,132658.47,1714,2044
P03225,Frozen,Product 3225,Brand B,10.59,1.29,1502,61,4.54,3.2,49,15906.18,13968.6,164,562
P03226,Snacks,Product 3226,Brand A,49.31,23.97,4811,78,3.8,4.2,90,237230.41,121910.74,3798,4063
P03227,Bakery,Product 3227,Brand A,32.48,19.94,3910,95,4.53,3.7,79,126996.8,49031.4,301,472
P03228,Frozen,Product 3228,Brand E,8.01,11.76,4741,18,1.22,3.6,85,37975.41,-17778.75,4337,4741
P03229,Produce,Product 3229,Brand B,45.36,11.71,3270,83,0.54,3.8,88,148327.2,110035.5,3269,3270
P03230,Produce,Product 3230,Brand C,48.1,34.71,3328,55,2.82,4.2,32,160076.8,44561.92,2964,3328
P03231,Bakery,Product 3231,Brand A,5.94,1.29,1696,84,1.02,4.6,80,10074.24,7886.4,1257,1606
P03232,Beverages,Product 3232,Brand C,10.22,21.52,3213,80,1.75,4.0,47,32836.86,-36306.9,2409,2618
P03233,Frozen,Product 3233,Brand B,47.13,14.35,4812,39,0.7,3.2,40,226789.56,157737.36,201,442
P03234,Produce,Product 3234,Brand E,44.0,25.07,1490,52,4.57,2.9,38,65560.0,28205.7,476,548
P03235,Bakery,Product 3235,Brand B,34.47,1.07,4493,68,1.77,4.6,53,154873.71,150066.2,305,578
P03236,Produce,Product 3236,Brand E,15.37,4.73,4910,47,2.48,2.8,37,75466.7,52242.4,3824,4293
P03237,Dairy,Product 3237,Brand C,49.66,1.07,5045,43,3.3,4.8,85,250534.7,245136.55,4956,5045
P03238,Beverages,Product 3238,Brand E,4.46,11.14,4328,55,0.88,4.3,77,19302.88,-28911.04,2157,2177
P03239,Produce,Product 3239,Brand E,33.95,5.27,4078,41,3.0,3.1,30,138448.1,116957.04,3763,4078
P03240,Produce,Product 3240,Brand C,44.5,1.54,2207,25,4.28,4.3,18,98211.5,94812.72,1734,2207
P03241,Dairy,Product 3241,Brand E,6.74,2.29,4046,48,2.26,3.6,58,27270.04,18004.7,1160,1629
P03242,Bakery,Product 3242,Brand D,45.36,10.27,3064,10,1.04,3.5,46,138983.04,107515.76,2923,3064
P03243,Frozen,Product 3243,Brand E,31.29,37.21,1366,66,4.05,3.2,30,42742.14,-8086.72,989,1366
P03244,Dairy,Product 3244,Brand D,26.63,22.66,1995,96,4.83,3.4,69,53126.85,7920.15,1662,1995
P03245,Produce,Product 3245,Brand C,47.79,14.65,3470,29,5.0,4.6,32,165831.3,114995.8,3295,3470
P03246,Produce,Product 3246,Brand B,6.82,3.73,4648,91,1.35,4.6,97,31699.36,14362.32,4598,4648
P03247,Frozen,Product 3247,Brand D,19.37,36.21,4337,91,4.83,4.0,19,84007.69,-73035.08,910,1004
P03248,Bakery,Product 3248,Brand A,40.91,32.52,1619,51,3.15,2.9,79,66233.29,13583.41,1158,1619
P03249,Produce,Product 3249,Brand D,6.45,34.69,3157,94,2.82,3.4,30,20362.65,-89153.68,1360,1528
P03250,Bakery,Product 3250,Brand C,43.06,4.52,3037,81,2.65,4.9,38,130773.22,117045.98,2646,3037
P03251,Bakery,Product 3251,Brand A,6.76,24.44,666,43,2.23,2.7,68,4502.16,-11774.88,611,666
P03252,Frozen,Product 3252,Brand C,3.11,2.73,1997,59,2.23,4.0,49,6210.67,758.86,1946,1997
P03253,Dairy,Product 3253,Brand C,34.47,35.01,5002,20,3.82,3.1,30,172418.94,-2701.08,4512,5002
P03254,Snacks,Product 3254,Brand B,45.36,19.51,4830,52,2.89,4.6,95,219088.8,124855.5,4498,4830
P03255,Frozen,Product 3255,Brand D,33.28,38.79,1726,19,4.28,2.7,72,57441.28,-9510.26,1225,1611
P03256,Dairy,Product 3256,Brand E,16.68,22.66,4030,17,1.53,4.6,55,67220.4,-24099.4,3760,4030
P03257,Bakery,Product 3257,Brand B,27.27,3.73,4966,81,3.3,4.0,14,135422.82,116899.64,4277,4639
P03258,Frozen,Product 3258,Brand C,23.33,4.73,4181,28,4.92,3.9,24,97542.73,77766.6,757,902
P03259,Produce,Product 3259,Brand D,22.97,7.17,2984,74,3.37,3.5,92,68542.48,47147.2,152,229
P03260,Dairy,Product 3260,Brand A,1.71,14.84,4669,64,0.66,4.1,89,7983.99,-61303.97,4540,4669
P03261,Dairy,Product 3261,Brand E,41.96,8.77,1583,61,0.58,4.6,49,66422.68,52539.77,1208,1583
P03262,Bakery,Product 3262,Brand E,26.63,3.67,3484,12,4.53,3.9,96,92778.92,79992.64,1086,1197
P03263,Frozen,Product 3263,Brand A,37.02,30.33,4837,62,1.91,3.5,13,179065.74,32359.53,4836,4837
P03264,Beverages,Product 3264,Brand A,19.36,31.45,1895,53,0.54,3.5,94,36687.2,-22910.55,310,677
P03265,Snacks,Product 3265,Brand B,44.67,31.67,3551,57,2.59,3.7,33,158623.17,46163.0,875,901
P03266,Bakery,Product 3266,Brand A,31.29,17.3,1591,63,4.08,4.5,51,49782.39,22258.09,1014,1130
P03267,Frozen,Product 3267,Brand C,37.97,36.48,4873,25,2.42,3.9,35,185027.81,7260.77,4378,4873
P03268,Bakery,Product 3268,Brand B,31.82,35.86,2994,39,1.98,3.3,75,95269.08,-12095.76,605,779
P03269,Frozen,Product 3269,Brand A,2.3,22.3,4344,37,3.37,3.5,17,9991.2,-86880.0,3398,3411
P03270,Dairy,Product 3270,Brand D,35.48,3.5,1991,25,4.83,4.8,82,70640.68,63672.18,1957,1991
P03271,Produce,Product 3271,Brand A,4.46,16.16,4606,60,4.69,4.2,75,20542.76,-53890.2,4288,4606
P03272,Dairy,Product 3272,Brand A,29.59,3.93,4757,42,4.48,3.4,87,140759.63,122064.62,4525,4757
P03273,Snacks,Product 3273,Brand E,14.82,38.81,3622,34,2.83,3.8,29,53678.04,-86891.78,2337,2410
P03274,Bakery,Product 3274,Brand E,4.49,4.93,4386,27,4.69,4.0,75,19693.14,-1929.84,3013,3064
P03275,Produce,Product 3275,Brand C,35.09,34.66,3312,35,4.98,4.3,77,116218.08,1424.16,3101,3312
P03276,Snacks,Product 3276,Brand B,21.56,2.73,575,15,4.22,4.9,64,12397.0,10827.25,360,575
